"USER_ID_MOVIE_ID","PREDICTED_RATING"
1_34,4.179539325652978
1_94,4.181428826016968
1_243,3.8530778758359254
1_277,4.044234952042559
1_335,4.267256336264949
1_442,4.645786662939103
1_567,4.084501986007057
1_618,4.0499494435342225
1_750,3.8984087868434854
1_837,4.173252202186352
1_839,3.5469456158610724
1_963,4.466390461342768
1_977,3.621105707289783
1_1146,4.60777902606043
1_1224,3.905878463295895
1_1232,4.0292575191109785
1_1281,4.176537930540964
1_1284,3.9775271701451835
1_1288,4.17111511412532
1_1382,4.0457846261192065
1_1399,4.138338332158026
1_1449,4.420733144995851
1_1452,4.320127425777467
1_1486,4.528567874326295
1_1498,4.157372323662105
2_14,3.2852366271411246
2_56,3.669786510465066
2_285,3.26354789433977
2_441,3.4200758481459177
2_1048,4.306169940191443
2_1119,4.006544663947827
2_1192,3.703728314836675
2_1310,4.228996444629773
2_1409,2.9223899258120527
3_512,3.8512608268276116
3_552,3.6847682971023383
3_578,3.5349984101961014
3_1050,3.2995471538791596
3_1489,3.6818439696898246
4_242,4.6084740438545095
4_247,4.183728786916776
4_265,4.446392989690643
4_386,3.9863280939786887
4_409,4.403118610480209
4_571,3.043765522224378
4_580,3.535491363677586
4_626,4.215908787234549
4_707,3.9249128193285454
4_971,4.149322213116386
4_1086,4.053613358673123
4_1177,3.750949559280918
4_1192,4.239597203117866
4_1229,4.048750046449932
4_1307,3.848306967913074
4_1325,4.445108495150571
4_1331,4.163324270439504
4_1382,4.369674773605863
4_1398,4.497630896271315
4_1409,3.458258814093244
4_1510,4.776424747708334
5_130,4.207867323528036
5_390,3.5896471308739253
5_408,3.2584500795939713
5_485,3.9160205769609333
5_595,3.9028987967481323
5_858,3.8228796234610356
5_878,3.3862717451882376
5_1166,4.109515178323831
5_1252,3.6267115637528278
5_1373,4.510795905845289
5_1481,3.234596109069307
6_81,2.8273745500965326
6_403,2.6849804671152038
6_532,3.3554362569790652
6_878,3.0894311740801603
6_886,3.437351003586903
6_1489,3.3081426085120516
7_56,3.6714275805207683
7_319,3.5576841854399133
7_322,3.612993894009117
7_341,3.5488169806355487
7_345,3.1185297454580505
7_502,4.0724445704318635
7_512,3.545726552147495
7_591,3.574158193674717
7_812,3.544226271083332
7_1043,3.4477098763719503
7_1061,2.8152928473799275
7_1152,3.3192782449359046
7_1165,3.3093467170366955
7_1217,3.522132873075866
7_1280,3.5826187429829925
7_1325,3.9108806769250792
7_1522,2.957962507997495
8_80,3.609345397868424
8_224,3.290407057188297
8_512,3.8887402095062136
8_707,3.7336986584617686
8_886,3.848531747443277
8_1048,4.639440717669456
8_1471,3.7023919023138365
8_1521,3.4163797703521492
9_39,3.6840235855572327
9_54,3.991418285722438
9_66,3.353839772928885
9_81,3.6247115014166993
9_83,3.793251183526355
9_134,5.093156808054825
9_225,3.8611345471020875
9_232,4.295471117386517
9_235,3.389287653731471
9_242,4.803416090451526
9_254,4.311976748925615
9_277,4.563067146126229
9_306,3.962320183311297
9_313,3.696008174523958
9_327,3.6934917565724295
9_341,4.277986845458055
9_348,4.121108910977563
9_409,4.598060657077227
9_431,4.8161533372468925
9_451,4.200631684089153
9_454,3.760620329729831
9_457,3.754666798161783
9_490,4.576141844265153
9_503,3.723115329293491
9_518,3.269965369945889
9_621,3.8050694774198854
9_645,4.250327888818506
9_705,3.6725992056279084
9_726,3.698004068402322
9_739,3.507810483375826
9_746,4.628315008317669
9_767,4.394002070933546
9_800,5.4056500711660265
9_890,3.7518951464506083
9_892,3.9702118148261434
9_901,3.9430032790442464
9_911,3.203734714900595
9_991,3.8528675143791764
9_1022,4.0772242298931545
9_1050,3.7231827440215453
9_1090,3.5390408384983614
9_1141,3.441611719298121
9_1305,4.650062820057905
9_1318,4.075918786943443
9_1357,5.037339785085259
9_1361,4.053625147336161
9_1370,4.150061768449254
9_1381,4.5503349622793285
9_1388,4.462327643024364
9_1399,4.657170526241697
9_1425,3.567478192314545
9_1457,3.9235688296755837
9_1498,4.676204517745778
9_1522,3.6871323728200016
9_1541,3.9597294642378316
10_91,3.9132666413224557
10_202,3.843777232903468
10_327,3.6797941603893207
10_340,3.882781884817414
10_344,3.863783355900568
10_403,3.4686198222522577
10_408,3.7452488636229466
10_419,4.28671739299054
10_422,4.494611849457862
10_433,3.845010810851924
10_451,4.186934087906043
10_693,4.096243319305349
10_787,3.853999451636059
10_807,3.270745696511307
10_812,4.25969853972273
10_892,3.9565142186430347
10_1043,4.163182145011348
10_1090,3.525343242315254
10_1097,4.082363765089868
10_1252,4.113510347781804
10_1292,4.043854641746342
10_1318,4.062221190760333
10_1325,4.62635294556448
10_1481,3.7213948930982816
11_224,3.051022448996082
11_311,3.681977762016582
11_326,3.426522098284889
11_373,4.01949776077736
11_403,2.8567766027793637
11_436,3.440501222025726
11_451,3.575090868433149
11_626,3.78531001817556
11_706,3.609548652318784
11_770,3.62234537966883
11_892,3.3446709991701407
11_1043,3.5513389255384515
11_1051,3.042098133357988
11_1332,4.463531011623107
11_1373,4.375316418068365
11_1396,3.8248654725791846
11_1480,3.3336126640040202
11_1485,3.267613742214796
12_25,3.8810898843307733
12_98,4.212560994658928
12_134,4.763435669948115
12_190,4.805876574361899
12_220,4.22542059535765
12_242,4.478749529545647
12_259,4.204084067559736
12_306,3.637653622405418
12_319,3.9621874893565403
12_375,4.017188121626923
12_442,4.848537073454311
12_525,3.9635712829434615
12_529,3.9664542720451488
12_538,4.215695674025126
12_575,4.431525552709486
12_661,4.658264791917236
12_670,4.271228048945557
12_690,3.746795500925364
12_789,3.52736767769831
12_800,5.059150205415501
12_816,4.182380797383591
12_850,4.138645180811655
12_913,4.562325521691993
12_963,4.668906600202651
12_1022,3.752557668987276
12_1047,3.5702318506930393
12_1072,3.554675899903911
12_1192,4.109872688809003
12_1288,4.365280747303111
12_1310,4.633821849568916
12_1325,4.315383980841711
12_1331,4.033599756130642
12_1360,3.788653645142753
12_1376,4.559342991584047
12_1388,4.137661082118488
12_1486,4.7321608001640705
12_1504,3.780374913103195
12_1522,3.3624658119141246
12_1524,3.90383533304794
13_81,3.3293101110740615
13_191,4.501725745522273
13_242,4.508014700108887
13_322,4.046762368488986
13_325,3.8868178068959103
13_364,4.198697592103423
13_419,4.005013598831013
13_620,3.7365345905432887
13_787,3.5722956574765306
13_850,4.167910351374897
13_1045,3.1368423605075297
13_1050,3.4277813536789115
13_1072,3.5839410704671524
13_1168,4.611669247795103
13_1287,3.743144560054743
13_1292,3.7621508475868106
13_1305,4.354661429715268
13_1331,4.0628649266938845
13_1332,4.79804620164895
14_78,3.877773859064513
14_100,3.6282746700945827
14_112,3.216373036671061
14_124,3.350387428745952
14_129,3.4520221109872793
14_158,2.5882349650793754
14_163,3.7295557307434795
14_229,3.7859979920895155
14_244,3.636771370306115
14_247,3.782493264563666
14_281,4.002227685897531
14_284,4.298150340875207
14_299,3.668448437077556
14_302,4.197543233511225
14_329,3.7788300960951804
14_345,3.251522041330433
14_374,3.51345893587615
14_375,3.7456771135826745
14_380,3.598720637136009
14_404,3.4584947766687986
14_407,3.0826494108114098
14_437,3.907177899021149
14_448,3.4309699638517763
14_451,3.6044541151390286
14_458,3.4226717033835765
14_591,3.707150489547097
14_604,3.520683454878936
14_606,4.32469830780794
14_635,3.576443482479985
14_672,3.6252715179492903
14_725,4.4154786172038305
14_734,3.5938983528593615
14_746,4.032137439367544
14_749,3.63711231225938
14_758,3.832118309024458
14_769,3.9569285043486735
14_803,3.7301966876188306
14_807,2.6882657237442906
14_809,3.504303257635926
14_820,3.497389346421196
14_850,3.8671341727674085
14_872,3.507103184904496
14_909,3.950353456571123
14_1043,3.5807021722443313
14_1048,4.415656701773378
14_1063,3.6303684767612876
14_1090,2.942863269548235
14_1131,3.68612361760571
14_1139,3.4583129989457344
14_1231,3.3698230828941766
14_1238,3.99854599899366
14_1273,3.4438082611893606
14_1290,3.3146390397714165
14_1298,3.3257517266285728
14_1315,3.5289054513305
14_1323,3.5506465136867718
14_1356,3.448909485761501
14_1374,3.7068750346436845
14_1392,3.1062994206165975
14_1409,3.0570232917401325
14_1419,3.425613624606438
14_1429,4.113046773043205
14_1434,3.9189605147011273
14_1455,3.4840304335152537
14_1471,3.492370540827501
14_1472,3.657601833124824
14_1484,3.401270793787125
14_1485,3.296976988920677
14_1488,3.7999926011317395
14_1489,3.5093019908820886
14_1490,3.6930243675309065
14_1501,3.6135962871311653
15_23,3.853061793274478
15_53,2.946262899568513
15_356,2.877931025035713
15_373,3.6299018459250094
15_440,2.986220618788612
15_580,2.67895129035199
15_603,3.3792770539562014
15_635,3.1211389315075024
15_707,3.0683727460029484
15_725,4.057850854782786
15_923,3.601881995278206
15_1119,3.7346306087904964
15_1192,3.392458046207876
15_1229,3.1922099731243385
15_1296,2.489826187313543
15_1353,2.664664105652867
15_1357,4.069552296038828
15_1522,2.635650252897393
16_53,2.6544344156847313
16_98,3.2692848509179075
16_119,3.6771601270115273
16_130,3.4602207722834355
16_215,2.294060809834968
16_220,3.284745333659266
16_229,3.09888331347216
16_263,3.328808223905389
16_385,3.3782952170718854
16_393,4.127719297174013
16_431,3.581381530295422
16_644,3.4206243939172505
16_702,2.8626235644778752
16_732,2.695017141576563
16_766,2.9919788370688263
16_767,3.110547808569356
16_769,3.287932234492776
16_778,2.8997696455084983
16_790,3.257475466527767
16_809,2.7756691805104916
16_835,2.916772908285525
16_854,3.4735142621829422
16_883,3.182006639923872
16_910,3.504891474501739
16_983,2.602494756884231
16_1033,2.615383890661205
16_1060,2.875365471798298
16_1062,2.642387398980784
16_1093,3.3138265456780154
16_1119,3.4958880761104423
16_1128,3.032294467153875
16_1168,3.686012738341862
16_1192,3.153715513527823
16_1204,2.745292520024832
16_1280,3.018032794025098
16_1290,2.553137379178377
16_1310,3.7450617955489878
16_1316,2.8930273073119728
16_1332,3.8980831222736727
16_1407,3.3968248750093033
16_1429,3.4624896938782594
16_1510,3.75965797238829
16_1516,3.5079954248866914
17_215,3.1386517628338098
