"USER_ID_MOVIE_ID","PREDICTED_RATING"
1_34,4.22900320201431
1_94,4.146233709234114
1_243,3.9671032990634054
1_277,4.080567753858303
1_335,4.233014957124807
1_442,4.497929228761864
1_567,4.101280700689063
1_618,4.0965222283457265
1_750,3.9409755769299233
1_837,4.23610312083138
1_839,3.4884399243327247
1_963,4.30548489469732
1_977,3.673830991180012
1_1146,4.384634948063173
1_1224,3.9209193619982448
1_1232,3.984642254093164
1_1281,4.197096873650883
1_1284,4.093064239083104
1_1288,4.277498249849588
1_1382,4.040629665382432
1_1399,4.187314190325171
1_1449,4.301278205945786
1_1452,4.292059818311914
1_1486,4.384781637755
1_1498,4.203387594045633
2_14,3.227595858839168
2_56,3.677295850473688
2_285,3.3259181653843553
2_441,3.4795545584783283
2_1048,4.191501147590471
2_1119,3.9629012734244067
2_1192,3.647166846021253
2_1310,4.160586346781035
2_1409,2.818081283193782
3_512,4.002990972150489
3_552,3.85698291289699
3_578,3.685460011210809
3_1050,3.656678402804579
3_1489,3.853703836831656
4_242,4.559562101808009
4_247,4.2131333740436565
4_265,4.438005990250746
4_386,4.195576578460625
4_409,4.226107521464759
4_571,4.296552164177326
4_580,4.438441538605314
4_626,4.278459317136222
4_707,4.1284877633091766
4_971,4.2131333740436565
4_1086,4.222035976724736
4_1177,4.062085714348844
4_1192,4.30006761084484
4_1229,4.304420876996305
4_1307,4.168452030078226
4_1325,4.412844034551512
4_1331,4.2131333740436565
4_1382,4.266615740656089
4_1398,4.414519973783844
4_1409,4.320110966282437
4_1510,4.621383906074555
5_130,4.211779227919419
5_390,3.660183201629853
5_408,3.33333677762326
5_485,4.150382782002975
5_595,4.054414987862567
5_858,4.011889957956097
5_878,3.5130374248951686
5_1166,4.186106576233996
5_1252,3.7574196916384826
5_1373,4.32164340954744
5_1481,3.5394911288492916
6_81,2.752810708275645
6_403,2.832241255026256
6_532,3.3832379059881426
6_878,3.080947490177736
6_886,3.4686745516393995
6_1489,3.345541241866991
7_56,3.7357581291362636
7_319,3.589819302196262
7_322,3.653053960326891
7_341,3.5731197018084058
7_345,3.1215938805445136
7_502,4.045432426776529
7_512,3.5731197018084058
7_591,3.629023913395996
7_812,3.600542391417096
7_1043,3.518020444660231
7_1061,2.914185982379185
7_1152,3.2423937240545952
7_1165,3.238980107492179
7_1217,3.569542952287369
7_1280,3.603344329275104
7_1325,3.9031736640530585
7_1522,2.975557302689446
8_80,3.5760061533713325
8_224,3.7814759582394513
8_512,4.136364995351291
8_707,3.9735548114366797
8_886,4.120226661820881
8_1048,4.623854384850046
8_1471,3.94174518588198
8_1521,3.5048380312107277
9_39,3.569173022449125
9_54,4.136991088497475
9_66,3.6087317337131344
9_81,3.5205961865110305
9_83,3.688715420647658
9_134,4.838671995060326
9_225,3.9188578727517758
9_232,4.520172568491355
9_235,3.567438411474567
9_242,4.435867365984442
9_254,4.428821785904321
9_277,4.624446657785029
9_306,3.9030840565348544
9_313,3.896151748550732
9_327,3.896151748550732
9_341,4.464183864909043
9_348,4.108464406803772
9_409,4.480878516138961
9_431,4.672227889981806
9_451,4.410359273330724
9_454,3.913114727601623
9_457,3.5549450666637425
9_490,4.303898282107655
9_503,3.8472477954342468
9_518,3.533802398930692
9_621,3.907316144275966
9_645,4.3198243625478625
9_705,3.3310280005145754
9_726,3.859413550240026
9_739,3.567515972482826
9_746,4.555692874895075
9_767,4.423855576573973
