"USER_ID_MOVIE_ID","PREDICTED_RATING"
1_34,3.522165722213283
1_94,3.522165722213266
1_243,3.5221657222129803
1_277,3.52216572221319
1_335,3.522165722213308
1_442,3.5221657222133462
1_567,3.5221657222132214
1_618,3.5221657222132006
1_750,3.5221657222130336
1_837,3.52216572221327
1_839,3.5221657222121734
1_963,3.522165722213351
1_977,3.5221657222124425
1_1146,3.522165722213348
1_1224,3.522165722213038
1_1232,3.522165722213182
1_1281,3.522165722213296
1_1284,3.522165722213133
1_1288,3.5221657222132654
1_1382,3.522165722213213
1_1399,3.5221657222132565
1_1449,3.5221657222133396
1_1452,3.5221657222133222
1_1486,3.5221657222133516
1_1498,3.5221657222132667
2_14,3.5221657222044063
2_56,3.522165722209797
2_285,3.5221657222035683
2_441,3.522165722206844
2_1048,3.522165722212606
2_1119,3.522165722211833
2_1192,3.522165722210147
2_1310,3.5221657222124723
2_1409,3.5221657221908194
3_512,3.5221657222135807
3_552,3.5221657222134906
3_578,3.5221657222132827
3_1050,3.522165722212521
3_1489,3.52216572221348
4_242,3.5221657222136353
4_247,3.5221657222139906
4_265,3.522165722213757
4_386,3.52216572221426
4_409,3.5221657222137877
4_571,3.5221657222156884
4_580,3.5221657222150387
4_626,3.52216572221396
4_707,3.5221657222143414
4_971,3.5221657222140035
4_1086,3.5221657222141336
4_1177,3.5221657222146048
4_1192,3.5221657222139395
4_1229,3.522165722214186
4_1307,3.522165722214438
4_1325,3.5221657222137495
4_1331,3.5221657222140315
4_1382,3.5221657222138143
4_1398,3.522165722213713
4_1409,3.5221657222151395
4_1510,3.5221657222135483
5_130,3.522165722213364
5_390,3.5221657222125504
5_408,3.522165722210705
5_485,3.5221657222131806
5_595,3.52216572221318
5_858,3.522165722213075
5_878,3.522165722211593
5_1166,3.522165722213332
5_1252,3.5221657222126836
5_1373,3.5221657222133818
5_1481,3.5221657222103233
6_81,3.5221657221756084
6_403,3.5221657221618585
6_532,3.5221657222030913
6_878,3.5221657221937717
6_886,3.5221657222049307
6_1489,3.5221657222019163
7_56,3.522165722209844
7_319,3.522165722208729
7_322,3.522165722209278
7_341,3.5221657222086122
7_345,3.5221657221995333
7_502,3.522165722212076
7_512,3.522165722208707
7_591,3.5221657222090132
7_812,3.5221657222085927
7_1043,3.522165722207254
7_1061,3.5221657221838845
7_1152,3.5221657222051244
7_1165,3.5221657222048224
7_1217,3.5221657222083214
7_1280,3.522165722209096
7_1325,3.5221657222114384
7_1522,3.5221657221929505
8_80,3.5221657222137086
8_224,3.5221657222130687
8_512,3.522165722213762
8_707,3.5221657222137623
8_886,3.5221657222137477
8_1048,3.522165722213491
8_1471,3.522165722213696
8_1521,3.5221657222134217
9_39,3.522165722215262
9_54,3.5221657222145
9_66,3.5221657222164717
9_81,3.522165722215493
9_83,3.5221657222149543
9_134,3.5221657222134546
9_225,3.522165722214792
9_232,3.5221657222139964
9_235,3.5221657222163385
9_242,3.5221657222135736
9_254,3.522165722213986
9_277,3.5221657222137344
9_306,3.5221657222145595
9_313,3.5221657222152363
9_327,3.522165722215254
9_341,3.5221657222140426
9_348,3.52216572221426
9_409,3.522165722213713
9_431,3.5221657222135705
9_451,3.5221657222141234
9_454,3.5221657222150506
9_457,3.5221657222150498
9_490,3.5221657222137353
9_503,3.5221657222151377
9_518,3.5221657222169696
9_621,3.522165722214914
9_645,3.5221657222140617
9_705,3.52216572221531
9_726,3.522165722215199
9_739,3.522165722215869
9_746,3.522165722213692
9_767,3.5221657222138885
9_800,3.5221657222133755
9_890,3.5221657222150995
9_892,3.52216572221455
9_901,3.5221657222146154
9_911,3.522165722217237
9_991,3.522165722214793
9_1022,3.5221657222143437
9_1050,3.5221657222151137
9_1090,3.5221657222157763
9_1141,3.522165722216149
9_1305,3.522165722213669
9_1318,3.5221657222143237
9_1357,3.522165722213474
9_1361,3.5221657222143614
9_1370,3.5221657222142246
9_1381,3.522165722213749
9_1388,3.522165722213822
9_1399,3.5221657222136633
9_1425,3.5221657222156715
9_1457,3.5221657222146465
9_1498,3.52216572221365
9_1522,3.522165722215218
9_1541,3.5221657222145604
10_91,3.5221657222146883
10_202,3.522165722214849
10_327,3.5221657222153278
10_340,3.5221657222147753
10_344,3.5221657222147904
10_403,3.522165722216018
10_408,3.5221657222151426
10_419,3.5221657222140217
10_422,3.522165722213809
10_433,3.522165722214842
10_451,3.522165722214159
10_693,3.522165722214309
10_787,3.5221657222148037
10_807,3.5221657222168568
10_812,3.522165722214062
10_892,3.5221657222146017
10_1043,3.522165722214198
10_1090,3.522165722215865
10_1097,3.5221657222143508
10_1252,3.522165722214288
10_1292,3.522165722214392
10_1318,3.5221657222143667
10_1325,3.5221657222136957
10_1481,3.522165722215167
11_224,3.5221657222018123
11_311,3.5221657222113225
11_326,3.5221657222092695
11_373,3.5221657222125318
11_403,3.5221657221946447
11_436,3.5221657222094924
11_451,3.52216572221067
11_626,3.5221657222117675
11_706,3.522165722210831
11_770,3.5221657222109255
11_892,3.52216572220825
11_1043,3.5221657222103517
11_1051,3.5221657222017573
11_1332,3.522165722213102
11_1373,3.5221657222130527
11_1396,3.5221657222119527
11_1480,3.5221657222080824
11_1485,3.5221657222068083
12_25,3.5221657222139813
12_98,3.5221657222137517
12_134,3.522165722213493
12_190,3.522165722213474
12_220,3.522165722213752
12_242,3.5221657222136087
12_259,3.5221657222137526
12_306,3.5221657222141136
12_319,3.522165722213925
12_375,3.5221657222138876
12_442,3.522165722213458
12_525,3.5221657222139364
12_529,3.522165722213911
12_538,3.5221657222137543
12_575,3.52216572221363
12_661,3.5221657222135363
12_670,3.5221657222137175
12_690,3.5221657222140506
12_789,3.522165722214077
12_800,3.522165722213405
12_816,3.5221657222137854
12_850,3.52216572221381
12_913,3.5221657222135736
12_963,3.522165722213532
12_1022,3.522165722214065
12_1047,3.5221657222141367
12_1072,3.52216572221411
12_1192,3.522165722213831
12_1288,3.522165722213658
12_1310,3.522165722213536
12_1325,3.522165722213696
12_1331,3.522165722213891
12_1360,3.5221657222140297
12_1376,3.5221657222135785
12_1388,3.5221657222138036
12_1486,3.522165722213504
12_1504,3.5221657222140497
12_1522,3.522165722213988
12_1524,3.5221657222139786
13_81,3.522165722214563
13_191,3.522165722213645
13_242,3.5221657222136353
13_322,3.522165722213982
13_325,3.52216572221412
13_364,3.522165722213847
13_419,3.5221657222140084
13_620,3.522165722214252
13_787,3.522165722214407
13_850,3.5221657222138774
13_1045,3.5221657222144005
13_1050,3.5221657222144973
13_1072,3.5221657222144196
13_1168,3.522165722213587
13_1287,3.522165722214275
13_1292,3.5221657222142317
13_1305,3.5221657222137326
13_1331,3.5221657222139813
13_1332,3.5221657222134968
14_78,3.5221657222124545
14_100,3.5221657222114855
14_112,3.5221657222072933
14_124,3.5221657222091927
