"USER_ID_MOVIE_ID","PREDICTED_RATING"
1_34,4.132809708614517
1_94,4.1218284507548795
1_243,3.914324935350121
1_277,4.037439301727964
1_335,4.233299341445419
1_442,4.397077448728648
1_567,4.059178933719083
1_618,4.0347388006120335
1_750,3.945488381102012
1_837,4.123350660099087
1_839,3.5825861627824804
1_963,4.547584001873693
1_977,3.6678971523170376
1_1146,4.4254778327147735
1_1224,3.959400123716731
1_1232,4.030157347621295
1_1281,4.126925563156738
1_1284,4.002597773568224
1_1288,4.124288432849931
1_1382,4.042614144993775
1_1399,4.093758228048779
1_1449,4.508470277129031
1_1452,4.327624074653404
1_1486,4.518710803653624
1_1498,4.107004124492586
2_14,3.278752267258719
2_56,3.7195999137427056
2_285,3.233761522479966
2_441,3.4391709726938755
2_1048,4.168842820780398
2_1119,4.090176680159273
2_1192,3.766898484051246
2_1310,4.096266854656688
2_1409,2.897445804777466
3_512,3.9172438323619834
3_552,3.7271772120112003
3_578,3.5735926331610566
3_1050,3.3057117931858406
3_1489,3.7297816792438407
4_242,4.505934002684263
4_247,4.226662845282061
4_265,4.483560014919315
4_386,4.026320883808017
4_409,4.452010775733517
4_571,3.105014883587161
4_580,3.498815780882753
4_626,4.263210266890402
4_707,3.958783142866706
4_971,4.19790129967798
4_1086,4.102412697857301
4_1177,3.7632477908415374
4_1192,4.292625736652727
4_1229,4.078697627582163
4_1307,3.878564687235001
4_1325,4.4827696416886935
4_1331,4.2035768523016435
4_1382,4.439516933537428
4_1398,4.505043648307091
4_1409,3.4078697936043185
4_1510,4.495700588623501
5_130,4.129520233102197
5_390,3.6213218741013367
5_408,3.258612334353899
5_485,3.964218799906267
5_595,3.9546913579141
5_858,3.8772247812216967
5_878,3.4053616909118722
5_1166,4.071543796427891
5_1252,3.652602525504997
5_1373,4.575390780208833
5_1481,3.2302103675401117
6_81,2.7676964016577483
6_403,2.661971075187696
6_532,3.380624514661094
6_878,3.026568366249616
6_886,3.4937229174778905
6_1489,3.3174146788009042
7_56,3.709278248814273
7_319,3.5933453505822874
7_322,3.6530828356804768
7_341,3.5770646772213603
7_345,3.0632236366771455
7_502,4.059586591279684
7_512,3.586187292405444
7_591,3.6140560369462498
7_812,3.5791299294269616
7_1043,3.4634177553660166
7_1061,2.7903780408280334
7_1152,3.304645039799611
7_1165,3.2739934888126565
7_1217,3.550445680091415
7_1280,3.6301303093219204
7_1325,4.031265503907265
7_1522,2.916051655913456
8_80,3.6460136839311623
8_224,3.271234440095187
8_512,3.949305345977226
8_707,3.7721783171850105
8_886,3.9061702613070923
8_1048,4.584237764193043
8_1471,3.7536062190158495
8_1521,3.4248179165193977
9_39,3.5787267104850256
9_54,3.963536369028986
9_66,3.3152938763082354
9_81,3.508289999665206
9_83,3.7083869170355865
9_134,4.736898551394088
9_225,3.7987605778818847
9_232,4.297843799587277
9_235,3.3346857343456793
9_242,4.781385374183915
9_254,4.307334859939392
9_277,4.572662052231116
9_306,3.9288844292954486
9_313,3.5980222425193396
9_327,3.5853606485550027
9_341,4.271491495283686
9_348,4.112746846955634
9_409,4.603415158790184
9_431,4.787584244249385
9_451,4.210687176910297
9_454,3.6699569903562947
9_457,3.6636345855916446
9_490,4.572937421810219
9_503,3.6169998601087543
9_518,3.273839725666839
9_621,3.7211085804032478
9_645,4.252046140155504
9_705,3.567829083883878
9_726,3.6007412013168243
9_739,3.415366029118144
9_746,4.640610877153631
9_767,4.387436297929152
9_800,4.905505542276591
9_890,3.6583842844794368
9_892,3.932766745806562
9_901,3.908005805572468
9_911,3.2560705284010467
